model,averageDistance
EMA_lstm1_units_32_Optimizer_RMSprop_Loss_mae_Epochs_500_BatchSize_100,0.9138325022418908
EMA_simplernn1_units_32_Optimizer_SGD_Loss_mae_Epochs_500_BatchSize_100,0.8945996119665026
EMA_gru1_units_32_Optimizer_SGD_Loss_mae_Epochs_500_BatchSize_100,1.1271589890227567
