,loss,val_loss
0,0.32916972041130066,0.0685756504535675
1,0.06403161585330963,0.0635041892528534
2,0.0639561265707016,0.06351626664400101
3,0.06239166110754013,0.06311164796352386
4,0.06122012436389923,0.06050962954759598
5,0.05916345492005348,0.06032603606581688
6,0.06094188988208771,0.05765088275074959
7,0.05820685252547264,0.058953460305929184
8,0.0585034154355526,0.05751747265458107
9,0.05878627300262451,0.05814787372946739
10,0.05670894682407379,0.05640975013375282
11,0.0577072910964489,0.05915603041648865
12,0.055605433881282806,0.058238789439201355
13,0.05817283317446709,0.05687332898378372
14,0.05645356327295303,0.055805012583732605
15,0.05524459853768349,0.054800476878881454
16,0.05564315244555473,0.05442334711551666
17,0.055700089782476425,0.05415477603673935
18,0.05415648967027664,0.05601415038108826
19,0.053553029894828796,0.057128097862005234
20,0.05514608696103096,0.054001547396183014
21,0.05387489125132561,0.05289718881249428
22,0.05418459326028824,0.05285166949033737
23,0.05260385945439339,0.05910942703485489
24,0.05325791612267494,0.052093639969825745
25,0.05222156271338463,0.053924426436424255
26,0.052107073366642,0.05906505882740021
27,0.0522383414208889,0.05338110774755478
28,0.0510164350271225,0.056139614433050156
29,0.0518387034535408,0.05168488621711731
30,0.05144939199090004,0.054696884006261826
31,0.050488680601119995,0.051757875829935074
32,0.0515897199511528,0.0505957268178463
33,0.05189654603600502,0.05072522163391113
34,0.0507754385471344,0.04948693886399269
35,0.05073317885398865,0.05074349790811539
36,0.04931522160768509,0.04932048171758652
37,0.05039135366678238,0.056860554963350296
38,0.05020024999976158,0.048559073358774185
39,0.0502939373254776,0.0514078252017498
40,0.04931679368019104,0.048546936362981796
41,0.04858528450131416,0.04839802160859108
42,0.04880016669631004,0.050245173275470734
43,0.04966287314891815,0.047663427889347076
44,0.04820718616247177,0.04840594157576561
45,0.04963906481862068,0.04902392253279686
46,0.048339519649744034,0.04711561277508736
47,0.047520026564598083,0.04889047518372536
48,0.04733473062515259,0.05081990361213684
49,0.048121582716703415,0.049756117165088654
50,0.04745543375611305,0.04690542072057724
51,0.047581978142261505,0.04962572455406189
52,0.048226479440927505,0.04662005975842476
53,0.04764563590288162,0.04719722643494606
54,0.04737508296966553,0.05070797726511955
55,0.047250181436538696,0.046180304139852524
56,0.047190144658088684,0.04590842127799988
57,0.046445332467556,0.046486008912324905
58,0.045882463455200195,0.04594945162534714
59,0.046396661549806595,0.05100422352552414
60,0.04698818549513817,0.04859565198421478
61,0.04638343304395676,0.04653620719909668
62,0.04562786594033241,0.049742650240659714
63,0.0473092757165432,0.04523940756917
64,0.045466743409633636,0.04533283784985542
65,0.04562031105160713,0.04471083730459213
66,0.046134043484926224,0.04508122801780701
67,0.04599689319729805,0.04528948292136192
68,0.04538077488541603,0.04723953455686569
69,0.04556109383702278,0.0446808747947216
70,0.045902617275714874,0.04821839556097984
71,0.045400846749544144,0.04758299142122269
72,0.045833177864551544,0.0443587563931942
73,0.04515361413359642,0.04449615627527237
74,0.045054852962493896,0.044627830386161804
75,0.04509463906288147,0.04511483758687973
76,0.04491346701979637,0.047966569662094116
77,0.04481346160173416,0.04426546394824982
78,0.044495001435279846,0.04417581111192703
79,0.045324236154556274,0.046568576246500015
80,0.04479887709021568,0.04547424986958504
81,0.04528035596013069,0.0476909764111042
82,0.044560808688402176,0.046039219945669174
83,0.04476067051291466,0.04401056841015816
84,0.04534703120589256,0.04481366276741028
85,0.04405289143323898,0.044053107500076294
86,0.044517189264297485,0.045506566762924194
87,0.04445798322558403,0.04541263356804848
