,loss,val_loss
0,0.16679295897483826,0.0617571584880352
1,0.06492867320775986,0.05962097644805908
2,0.05998813360929489,0.06152425706386566
3,0.06160563975572586,0.05867311358451843
4,0.05775614082813263,0.07116153836250305
5,0.05969458445906639,0.0606805793941021
6,0.05709860473871231,0.06598866730928421
7,0.058657191693782806,0.057956673204898834
8,0.05578364059329033,0.05628614127635956
9,0.05693100765347481,0.059923432767391205
10,0.054689642041921616,0.05933553725481033
11,0.055680520832538605,0.05492998659610748
12,0.05385446175932884,0.054145850241184235
13,0.054005011916160583,0.053658295422792435
14,0.053422361612319946,0.05379892513155937
15,0.05375215783715248,0.054961927235126495
16,0.0527440644800663,0.05584518238902092
17,0.05143587291240692,0.05522395670413971
18,0.05220715329051018,0.058329012244939804
19,0.05187094211578369,0.05276540666818619
20,0.05057290568947792,0.055628422647714615
21,0.0518365353345871,0.05282566323876381
22,0.05042450129985809,0.05567319318652153
23,0.051326461136341095,0.056850120425224304
24,0.049974240362644196,0.0512683242559433
25,0.049464233219623566,0.05062235891819
26,0.049003515392541885,0.0506051741540432
27,0.04995984584093094,0.0506310760974884
28,0.04941065236926079,0.05053209513425827
29,0.04893031716346741,0.05743616819381714
30,0.050348058342933655,0.05265156179666519
31,0.04924016818404198,0.05090866610407829
32,0.04886285215616226,0.0526358038187027
33,0.04749168083071709,0.05478014424443245
34,0.04937490075826645,0.05161793902516365
35,0.04668481647968292,0.05169853940606117
36,0.048788923770189285,0.05419351905584335
37,0.047598641365766525,0.04896079748868942
38,0.047681134194135666,0.05877119302749634
39,0.04788779467344284,0.052412789314985275
40,0.04654181748628616,0.05057821422815323
41,0.04737777262926102,0.04871406406164169
42,0.047280244529247284,0.048559270799160004
43,0.04677078500390053,0.049972839653491974
44,0.04666087031364441,0.0489032156765461
45,0.04665572941303253,0.04827789589762688
46,0.04629999399185181,0.04826858639717102
47,0.04613923281431198,0.05592404305934906
48,0.046464283019304276,0.04798121377825737
49,0.046741046011447906,0.05006835237145424
50,0.046052347868680954,0.04817616939544678
51,0.04667280986905098,0.047912925481796265
52,0.04536323621869087,0.058458298444747925
53,0.04556804522871971,0.04734954982995987
54,0.046052977442741394,0.047287873923778534
55,0.044809795916080475,0.0475558303296566
56,0.04525403678417206,0.05505657568573952
57,0.04529454931616783,0.05227965489029884
58,0.04431536793708801,0.04701079800724983
59,0.04495518282055855,0.0472155325114727
60,0.04586099833250046,0.05119600147008896
61,0.04439656436443329,0.05271795764565468
62,0.044761136174201965,0.047460444271564484
63,0.044492725282907486,0.04820259287953377
64,0.04427243769168854,0.05117755010724068
65,0.04456857219338417,0.05336998030543327
66,0.044396597892045975,0.049065254628658295
